result #,search engine,query,discourse,language,domain,Manual actor name,article title,article url,article description,total nr of results (best guess),"Type (Kommunal, virksomhed, statslig)",Kommentarer / Er det en relevant kvalitativ case? Hvorfor?
15.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,gransking,,"Umhvørvi, veðurlag og orka - høgt raðfest í …",(link,"Umhvørvi, veðurlag v.m. Sosial- og hugvísindi. Demokrati, fyrr, nú og í framtíðini; ICT - Information and Communication Technologies. ICT2018 í Wien; Talgilda økið í Horizon Europe; Widening útboð. Tíðindabræv frá NCP Wide.NET; Slóðir. Horizon 2020 høvuðssíður; Norðurlond; Partner Search &amp; NCP Netverk; Skráset teg sum ...",103.0,statslig,Research Council Faroe Islands
15.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,gransking,,"Umhvørvi, veðurlag og orka - høgt raðfest í …",til,"Umhvørvi, veðurlag v.m. Sosial- og hugvísindi. Demokrati, fyrr, nú og í framtíðini; ICT - Information and Communication Technologies. ICT2018 í Wien; Talgilda økið í Horizon Europe; Widening útboð. Tíðindabræv frá NCP Wide.NET; Slóðir. Horizon 2020 høvuðssíður; Norðurlond; Partner Search &amp; NCP Netverk; Skráset teg sum ...",103.0,statslig,Research Council Faroe Islands
15.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,gransking,,"Umhvørvi, veðurlag og orka - høgt raðfest í …",flere,"Umhvørvi, veðurlag v.m. Sosial- og hugvísindi. Demokrati, fyrr, nú og í framtíðini; ICT - Information and Communication Technologies. ICT2018 í Wien; Talgilda økið í Horizon Europe; Widening útboð. Tíðindabræv frá NCP Wide.NET; Slóðir. Horizon 2020 høvuðssíður; Norðurlond; Partner Search &amp; NCP Netverk; Skráset teg sum ...",103.0,statslig,Research Council Faroe Islands
15.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,gransking,,"Umhvørvi, veðurlag og orka - høgt raðfest í …",links),"Umhvørvi, veðurlag v.m. Sosial- og hugvísindi. Demokrati, fyrr, nú og í framtíðini; ICT - Information and Communication Technologies. ICT2018 í Wien; Talgilda økið í Horizon Europe; Widening útboð. Tíðindabræv frá NCP Wide.NET; Slóðir. Horizon 2020 høvuðssíður; Norðurlond; Partner Search &amp; NCP Netverk; Skráset teg sum ...",103.0,statslig,Research Council Faroe Islands
20.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,framherji,,Framherji - Í sátt og semju við náttúruna,https://www.articon.fo/fo/um-okkum/burdardygd/,"Framherji vil vera við til at verja nátturu og umhvørvi. Varðveita eitt reint og ríkt hav. Fyribyrgja og avmarka dálking av havi, strondum og luft. Fyribyrgja aðra neiliga ávirkan á …",103.0,virksomhed,
21.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,fnu,Føroya Náttúru- og Umhvørvisfelag (FNU),Føroya Náttúru- og Umhvørvisfelag (FNU),https://www.facebook.com/natturuvernd/,"Ársaðalfundurin hjá Føroya Náttúru- og Umhvørvisfelag verður leygardagin 13. marts. Kl. 17.00 kemur Katrin V. Poulsen, ið er “Senior...",103.0,NGO,
26.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,uvmr,,Uppskot til kunngerð um óljóð frá skipum við …,https://www.uvmr.fo/fo/arbeidsoki/nattura-umhvorvi-og-lendi/umhvorvisvernd/,"Neyðug - Neyðug farspor hjálpa til við at gera nýtsluna av heimasíðuni møguliga, so sum at ferðast runt á síðuni og at fáa atgongd til trygg øki á heimasíðuni. Heimasíðan virkar ikki til fulnar uttan hesi farspor. Framíhjárættur - Farspor við framíhjárætti geva heimasíðuni møguleika at minnast upplýsingar, sum broyta, hvussu heimasíðan virkar ella sær út, so ...",103.0,statslig,"Ministry of Environment, Industry and Trade"
26.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,uvmr,,Uppskot til kunngerð um óljóð frá skipum við …,https://www.uvmr.fo/fo/um-radid/stovnar/,"Neyðug - Neyðug farspor hjálpa til við at gera nýtsluna av heimasíðuni møguliga, so sum at ferðast runt á síðuni og at fáa atgongd til trygg øki á heimasíðuni. Heimasíðan virkar ikki til fulnar uttan hesi farspor. Framíhjárættur - Farspor við framíhjárætti geva heimasíðuni møguleika at minnast upplýsingar, sum broyta, hvussu heimasíðan virkar ella sær út, so ...",103.0,statslig,"Ministry of Environment, Industry and Trade"
26.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,uvmr,,Uppskot til kunngerð um óljóð frá skipum við …,https://www.uvmr.fo/fo/um-radid/stovnar/umhvorvisstovan/,"Neyðug - Neyðug farspor hjálpa til við at gera nýtsluna av heimasíðuni møguliga, so sum at ferðast runt á síðuni og at fáa atgongd til trygg øki á heimasíðuni. Heimasíðan virkar ikki til fulnar uttan hesi farspor. Framíhjárættur - Farspor við framíhjárætti geva heimasíðuni møguleika at minnast upplýsingar, sum broyta, hvussu heimasíðan virkar ella sær út, so ...",103.0,statslig,"Ministry of Environment, Industry and Trade"
26.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,uvmr,,Uppskot til kunngerð um óljóð frá skipum við …,https://www.uvmr.fo/fo/um-radid/nevndir-grunnar-og-rad/,"Neyðug - Neyðug farspor hjálpa til við at gera nýtsluna av heimasíðuni møguliga, so sum at ferðast runt á síðuni og at fáa atgongd til trygg øki á heimasíðuni. Heimasíðan virkar ikki til fulnar uttan hesi farspor. Framíhjárættur - Farspor við framíhjárætti geva heimasíðuni møguleika at minnast upplýsingar, sum broyta, hvussu heimasíðan virkar ella sær út, so ...",103.0,statslig,"Ministry of Environment, Industry and Trade"
44.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,setur,,Orkuverkfrøði - Setur,https://www.setur.fo/fo/setrid/tidindi/granskingarseminar-leidin-til-arktis/,"Skipan av útbúgvingini. Bachelorútbúgvingin í orkuverkfrøði tekur trý og eitthálvt ár; øll skeið eru kravd, men til ber at gera nakrar broytingar, t.d. partur av lestrinum í útlondum, um hetta verður gjørt í góðari tíð og í samstarvið við útbúgvingarleiðaran.",103.0,Universitet,
54.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,batafelag,,Tórshavnar Bátafelag | Innilig áheitan á allar siglarar ...,http://www.batafelag.com/um-felagid/soega-felagsins/,"4/3/2021 · Burturkast á sjónum – spurnablaðakanning 11. november 2020 Løgtingslóg nr. 165 frá 21. desember 2001 um trygd á sjónum, sum seinast broytt við …",103.0,,
60.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,porkeri,,Umhvørvi - Porkeris kommuna,https://www.porkeri.fo/burturkast,"SIG TÍNA HUGSAN. Situr tú inni við einum góðum hugskoti, ynski ella viðmerking. Skriva okkum eini boð her.",103.0,kommune,
64.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,kunoy,,Kunoyar kommuna,http://kunoy.fo/borgari/umhvorvi/,"Ruskplássið stongt. 09. apr; Vegna ólag á bingju í ruskplássinum í Haraldssundi, er stongt í morgin, leygardagin 10. apríl 2021. Kunoyar kommuna",103.0,kommune,
67.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,klaksvik,,Náttúruvernd - klaksvik.fo,https://www.klaksvik.fo/upload/tinymce/1b49b8067fd016d92b2dafd4b3a9e47c74f8d4d8.pdf,"Náttúruvernd Náttúruvernd Løgtingslóg sigur, at øll skulu við fyriliti og varsemi fara um í náttúruni, einki gera, ið kann skaða, skemma ella gera nakrar ónáðir hjá øðrum. Øll dálking er forboðin eins og gamlir ónýtiligir bátar, bilvrak o.a. burturkast skal burturbeinast og ikki lýta, verða til ska…",103.0,kommune,
76.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,sunda,,Barna- og ungdómstannrøkt - Sunda kommuna,https://sunda.fo/umhvorvisplass,"Skrivstova okkara er opin soleiðis: Mánadag, týsdag, hósdag og fríggjadag frá kl.9.00 til kl.16.00. Mikudag er opið frá kl.10.00 til kl.16.00",103.0,kommune,"det første link er måske ikke relevant, det handler om tændpleje"
99.0,bing,“Tey 17 heimsmálini fyri burðardyggari menning” OR “heimsmál” OR (“ST” AND (“sameindu tjóðum” OR “sameindar tjóðir”)),,Faroese,facebook,Nordens Hus på Færøerne,Ráðstevna um tey 17 heimsmálini fyri burðardyggari menning,https://www.nlh.fo/sk/om-os/velkommen/,"Ráðstevna um tey 17 heimsmálini fyri burðardyggari menning. Public · Hosted by Magni Arge - tala Føroya søk um allan heim. clock. Friday, February 23, 2018 …",95.0,,"(Norðurlandahúsið) Nordens Hus på Færøerne, et instrument til kultursamarbejde i norden.
Et facebook event, der handlede om de 17 verdensmål"
149.0,bing,“Tey 17 heimsmálini fyri burðardyggari menning” OR “heimsmál” OR (“ST” AND (“sameindu tjóðum” OR “sameindar tjóðir”)),,Faroese,ummr,,Tíðindi - Uttanríkis- og mentamálaráðið - …,https://www.ummr.fo/fo/arbeidsoki/uttanrikisvidurskifti/arktis/,Evnið á ráðstevnuni verður Tey 17 heimsmálini fyri burðardyggari menning – við atliti at fólkaræði og 04.10.2018 14 førleikametingarstarvsfólk fingu prógv 17.-19. september 2018 skipaði Yrkisdepilin í Mentamálaráðnum fyri skeiði í førleikameting fyri starvsfólk innan ymiskar útbúgvingar- …,95.0,statslig,Udenrigs- og kulturministeriet
202.0,bing,“Kolevnisslóð” OR “Kolevni” OR “CO2 útlát” OR (“global upphiting” OR “klimabroytingar” OR “veðurlagsbroytingar”) OR “París sáttmálin” OR “lívrunnið brennievni”,,Faroese,jenskjeld,,Upprunavøkstur í Føroyum / Oprindelig trævækst på …,https://www.norden.org/en/news/jens-kjeld-jensen-faroe-islands-wins-2020-nordic-council-environment-prize,"Helst hvarv hassil úr Føroyum vegna veðurlagsbroytingar umleið ár 1200. Í Hetlandi var hassil heilt vanligt; men nú er tað við at hvørva har eisini, hóast okkurt hendinga træ enn stendur eftir. Bjørk, Betula nana og B. pubescens hava vaksið í Føroyum síðan ta seinastu ístíðina fyri umleið 10.000 árum síðani.",2320.0,individ,Jens Kjeld har lige vundet nordens miljø pris
240.0,bing,“Kolevnisslóð” OR “Kolevni” OR “CO2 útlát” OR (“global upphiting” OR “klimabroytingar” OR “veðurlagsbroytingar”) OR “París sáttmálin” OR “lívrunnið brennievni”,,Faroese,gransking,,Opið hús hjá nýggja granskingarstovninum …,https://www.sjokovin.fo,"Opið hús hjá nýggja granskingarstovninum Sjókovanum. Í sambandi við, at privati granskingarstovnurin Sjókovin varð settur á stovn fyrr í ár, verður opið hús og framløgur í Bátasavninum í Leirvík nú mikudagin 17. juni kl.",2320.0,,forsknings institut
263.0,bing,“Kolevnisslóð” OR “Kolevni” OR “CO2 útlát” OR (“global upphiting” OR “klimabroytingar” OR “veðurlagsbroytingar”) OR “París sáttmálin” OR “lívrunnið brennievni”,,Faroese,landsverk,,Samferðsluætlanin 2018-2030,https://www.landsverk.fo/fo-fo/samferðsluaetlanin-2018-2030/umhvoervi-groen-orka-og-heilsa/umhvoervi-og-veðurlagsbroytingar,"Dagførd Samferðsluætlan Í Samferðsluætlanini 2018-2030 kanst tú millum annað lesa um stevnumið og karmar fyri ferðsluplanlegging og um, hvussu arbeitt verður við at halda undirstøðukervið dagført samsvarandi nútíðini. Í innganginum kanst tú lesa meira um evnini, ið vera viðgjørd í Samferðsluætlanini, um hví ein slík samferðsluætlan er neyðug, um avbjóðingar í ...",2320.0,statslig,"institution under finansministeriet. Landsverk fører tilsyn med vej-, havne- og iværksætteropgaver. Institutionen konsulterer, planlægger, udfører, kører og vedligeholder hovedveje, havne, bygninger, helikopterplader og området omkring lufthavnen. "
295.0,bing,“Burðardygd” or “burðardygg”,,Faroese,golocalguide,,burðardygg - GoLocal,http://www.golocalguide.fo/um,"Burðardygg Ferðavinna; ÁHUGIN FYRI BURÐARDYGGARI FERÐAVINNU. Áhugin fyri burðardyggari ferðavinnumenning kom í 1997, tá eg í samband við mína útbúgving sum akademiøkonom í ferðavinnu, skrivaði høvuðsuppgávu um burðardygga ferðavinnu í Mykinesi. ... Náttúru, fysisk, alis- og mentanarlig og fíggjarlig burðardygd er ...",95.0,virksomhed,
325.0,bing,“Burðardygd” or “burðardygg”,,Faroese,wordpress,Nordic Sustainable Universities Conference,Report from Nordic Sustainable Universities Conference,https://nordicsustainablecampusnetwork.wordpress.com/about-nscn/,"10/28/2016 · um burðardygd byggir eisini á ta fatan, at tað er umráðandi, at hava brúkararnar og onnur viðkomandi við, t.d. tá ið bygt verður. Saman við áhugaðum og umboðum frá lærustovnum úr Norðurlondum miðar Fróðskaparsetrið eftir, at ráðstevnan verður karmur um eitt konstruktivt orðaskifti um framtíðarmøguleikar, burðardygd,",95.0,,en rapport fra en konference i 2016. Nordic Sustainable Universities Conference
343.0,bing,“Burðardygd” or “burðardygg”,,Faroese,miv,,Yrkisskeið nr. 1/06 Heiti: Ferðaleiðari Góðkent av ...,http://www.miv.fo/index.php/ferdhavinna/ferdhaleidharaskeidh,• Umhvørvið og burðardygg ferðavinna • Rúmligar broytingartilgongdir í føroyskum ferðavinnuhøpi við atliti at høvuðsstaðarøkinum • Design av upplivingum og túrtænastum,95.0,,"Miðnám í Vestmanna tilbyder uddannelse som guide, aktuel tilpasning til den voksende turisme industri"
