result #,search engine,query,discourse,language,domain,Manual actor name,article title,article url,article description,total nr of results (best guess),"Type (Kommunal, virksomhed, statslig)",Kommentarer / Er det en relevant kvalitativ case? Hvorfor?,index,resolved,status,error,filename,mimetype,encoding
15.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,gransking,,"Umhvørvi, veðurlag og orka - høgt raðfest í …",flere,"Umhvørvi, veðurlag v.m. Sosial- og hugvísindi. Demokrati, fyrr, nú og í framtíðini; ICT - Information and Communication Technologies. ICT2018 í Wien; Talgilda økið í Horizon Europe; Widening útboð. Tíðindabræv frá NCP Wide.NET; Slóðir. Horizon 2020 høvuðssíður; Norðurlond; Partner Search &amp; NCP Netverk; Skráset teg sum ...",103.0,statslig,Research Council Faroe Islands,520,http://flere,,invalid-url,,,
15.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,gransking,,"Umhvørvi, veðurlag og orka - høgt raðfest í …",links),"Umhvørvi, veðurlag v.m. Sosial- og hugvísindi. Demokrati, fyrr, nú og í framtíðini; ICT - Information and Communication Technologies. ICT2018 í Wien; Talgilda økið í Horizon Europe; Widening útboð. Tíðindabræv frá NCP Wide.NET; Slóðir. Horizon 2020 høvuðssíður; Norðurlond; Partner Search &amp; NCP Netverk; Skráset teg sum ...",103.0,statslig,Research Council Faroe Islands,521,http://links),,invalid-url,,,
80.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,hedensted,,Søg og anmeld byggeri i Hedensted Kommune via Byg og Miljø,https://www.hedensted.dk/hedensted_data/dagsorden/Byraadet_2018-2021/26-08-2020/ID2902/Bilag/Punkt_119_Bilag_1_Groen_strategi_2020pdf.pdf,"Løsningen indeholder også en kortservice, som oplyser restriktioner der gælder på din byggegrund. Fx om der er lokalplan, naturbeskyttelseslinjer eller om din byggegrund ligger i landzone. På Byg og Miljø kan du følge din byggesag fra ansøgning og til byggeriet står færdigt og klar til brug.",1640000.0,kommunal,,490,,200,,07609cce-cc6b-46c2-b21d-078fd06e8296.pdf,application/pdf,
95.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,stok,,Miljø - STOK,https://www.stok.dk/om-stok/miljoe.aspx,"Miljø &amp; bæredygtighed FSC ... Middelfart og Sorø strøm fra vedvarende energikilder, som for eksempel vandkraft, vindmøller, solceller og biomasse. Download certifikater for de enkelte lokationer nedenunder: Certifikat Langeskov. Certifikat Middelfart.",1640000.0,privat,,502,,200,,b6c07b33-41ff-4fe7-8fc3-1a86fe618d98.html,text/html,utf-8
2.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,torshavn,Tórshavnar kommuna,Tórshavnar kommuna,https://www.torshavn.fo/tidindi/kanna-nyggja-og-spennandi-vinnu/,"Oljutangi – soleiðis gert tú Hevur tú ein gamlan oljutanga, sum er millum 20 og 50 ár, skalt tú vera greið yvir, at tangin er í vanda fyri at dálka bæ...",103.0,kommune,,509,,200,,b4f147c5-a0dd-4fdb-b683-d84749a4c843.html,text/html,utf-8
32.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,mariagerfjord,,Natur og MiljøDagsorden og referater fra Teknik og Miljø ...,https://www.mariagerfjord.dk/Klima-og-Energi/Groen-energi-i-Mariagerfjord,,1640000.0,kommunal,,460,,200,,7775692b-530e-4cb1-929e-d1fca8571d39.html,text/html,utf-8
4.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,sev,,"Heilsa, Trygd og Umhvørvi - SEV",https://www.sev.fo/um-okkum/midlar-og-samskifti/tidindi/grona-foroyska-elorkan-a-arktiskari-radstevnu/,"SEV leggur stóran dent á heilsu, trygd og umhvørvi, og hevur tí eina deild, sum burturav tekur sær av heilsu-, trygdar- og umhvørvisviðurskiftum í felagnum. SEV orðaði hin 17. desember 2008 Heilsu-, Trygdarog Umhvørvispolitikk (HTU), ið er alment tøkur á heimasíðuni hjá SEV.",103.0,statslig,Elselskab der eges af alle kommunerne på færøerne,511,,200,,6f07ebb3-5bec-46e6-8958-e272e4ab43b4.html,text/html,utf-8
365.0,bing,“Burðardygd” or “burðardygg”,,Faroese,tjodveldi,,Formansfrágreiðing á flokstingi 2017 | Tjóðveldi,https://www.tjodveldi.fo/?p=7917,"3/25/2017 · Vit hava allar møguleikar at skapa tær frælsu, samhaldsføstu og virðisskapandi Føroyar Gott tjóðveldisfólk. Norðstreymoyingar. Hósvíkingar. Føgru fólk kring landið alt. Kvinnur og menn. Her í loki mars mánað 2017. Eftir eitt heitt heyst og ein heitan, men ódnarfullan vetur, er tað ein sonn fræ",95.0,politisk parti,,386,,200,,26b9d731-5ae6-4b01-a78e-1b614526a880.html,text/html,utf-8
,,Kistas egne input,,Greenlandic,businessingreenland,Målsætning af Grønlands Hjemmestyre,,https://www.businessingreenland.gl/~/media/Fiskeri%20og%20fangst/Fangst%20og%20jagt/Baeredygtig%20forvaltning%20af%20vores%20levende%20ressourcer_Fangerseminaravis%202008_final_er%20kun%20paa%20GRL.pdf?la=da,,,,,439,,200,,245af834-0b7c-4f4d-a516-0e2382fab5c0.pdf,application/pdf,
342.0,bing,“Burðardygd” or “burðardygg”,,Faroese,setur,,Skeiðslýsingar - Setur,https://www.setur.fo/fo/utbugving/bachelor/folkaskulalaerari/skeidslysingar/?educationYearId=0&courseId=7264.16,University of the Faroe Islands. Lesandi . Moodle Studentaportalurin,95.0,statslig,,375,,200,,3ebab011-be50-43f9-be96-e70e136d38e4.html,text/html,utf-8
90.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,silkeborg,,Natur og Miljø - Silkeborg Kommune,https://silkeborg.dk/Kommunen/Nyheder-Kommunen/Klimastrategi-skal-saette-fart-undr-den-groenne-omstilling,Sektionen løser myndigheds- og driftsopgaver inden for hele natur- og miljøområdet. Vi er inddelt i seks faglige teams med hver vores hovedopgaver.,1640000.0,kommunal,,499,,200,,d4c5af0d-1b12-49e5-9a89-1afc0a28de94.html,text/html,utf-8
97.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,regionsjaelland,,Miljø - Region Sjælland - Region Sjælland,https://www.regionsjaelland.dk/Miljo/groen-omstilling/energiomstilling/Sider/default.aspx,"Få overblik over Region Sjællands arbejde med miljø og klima. Læs om bekæmpelse af jordforurening, indvinding af råstoffer og de klimaprojekter, vi støtter. Find også information om udvikling af naturparker, energirenovering og den regionale klimastrategi.",1640000.0,kommunal,,503,,200,,48b683ee-ed25-4f9f-b5ab-0ff9972a9165.html,text/html,utf-8
7.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,veluxfoundations,,Miljø - et hav i balance | THE VELUX FOUNDATIONS,https://veluxfoundations.dk/da/miljoe-et-hav-i-balance-viden-og-samarbejde,"Andet påvirker havets økosystem på andre måder, fx ved at fremme eutrofiering. Vi støtter projekter, der modvirker udledning af miljøfarlige eller miljøfremmede stoffer i havmiljøet. Det omfatter menneskeskabte aktiviteter, der forårsager skadevirkninger på levende ressourcer og marine økosystemer, herunder tab af biodiversitet.",1640000.0,Privat,,453,,200,,f1268ea8-b82d-4a13-8288-555895d11b39.html,text/html,utf-8
15.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,gransking,,"Umhvørvi, veðurlag og orka - høgt raðfest í …",https://www.gransking.fo/fo/leita/?s=arktis,"Umhvørvi, veðurlag v.m. Sosial- og hugvísindi. Demokrati, fyrr, nú og í framtíðini; ICT - Information and Communication Technologies. ICT2018 í Wien; Talgilda økið í Horizon Europe; Widening útboð. Tíðindabræv frá NCP Wide.NET; Slóðir. Horizon 2020 høvuðssíður; Norðurlond; Partner Search &amp; NCP Netverk; Skráset teg sum ...",103.0,statslig,Research Council Faroe Islands,517,,200,,1864efb0-fb50-40ce-82fa-d5299e773e19.html,text/html,utf-8
50.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,aalborg,,"Miljø, energi og bæredygtighed i Aalborg Kommune",https://www.aalborg.dk/miljoe-energi-og-natur/vaadomraader-og-lavbundsprojekter,"Miljø, energi og natur. Klima; Trafikkens miljøkonsekvenser; Jord; Affald og genbrug; Drikkevand og grundvand; Spildevand og kloakering; Vandløb; Vådområder og lavbundsprojekter; Vandplanprojekter; Varme; Fredning og naturbeskyttelse; Skadevoldende dyr og planter; Drift af grønne områder; Bæredygtighedsmanual; Hønsehold og fuglehold i haven; Hold af kælegrise",1640000.0,kommunal,,473,,200,,6a175c1e-9377-4c88-8170-8a5c48e61d94.html,text/html,utf-8
8.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,fuglafjordur,,"Kunning um umhvørvi – gamlir oljutangar, sum leka",https://fuglafjordur.fo/arktis-foeroyar-og-fuglafjarda-havn/,"Borgarar hava gjørt Fuglafjarðar kommunu varhuga við, at olja seyrar úr bakkanum oman móti sandinum, á Gjógvaravegnum áleið miðskeiðis millum Gjógvará og Mentunarhúsið. Talan er um ein gamlan oljutanga, sum hevur likið, har jørðin er dálkað við dieselolju. Tá regn er, lekur oljan úr lendinum og ren",103.0,kommune,"denne kommune har virksomhed i fragt og olie branchen, som gør at de har interesse i arktis",513,,200,,16c31819-ee7c-4de6-b2d7-12e88a02af5e.html,text/html,utf-8
11.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,fma,,Umhvørvi | FMA,https://fma.fo/news/herd-foerleikakroev-til-sjofolk-id-sigla-i-polhoevum/,"FMA. Bókbindaragøta 8, Tórshavn Tel +298 35 56 00 fma@fma.fo V-tal: 348686. FAS. Bókbindaragøta 8, Tórshavn Tel +298 35 15 00 fas@fma.fo",103.0,statslig,,514,,200,,3c95aedf-bbfd-4707-ad1e-f0c736bb88ee.html,text/html,utf-8
20.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,framherji,,Framherji - Í sátt og semju við náttúruna,https://www.articon.fo/fo/um-okkum/burdardygd/,"Framherji vil vera við til at verja nátturu og umhvørvi. Varðveita eitt reint og ríkt hav. Fyribyrgja og avmarka dálking av havi, strondum og luft. Fyribyrgja aðra neiliga ávirkan á …",103.0,virksomhed,,522,,200,,5653814f-bc49-48da-9c62-ace8abedd16f.html,text/html,utf-8
82.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,fmk,,Miljø og Byg - Faaborg-Midtfyn Municipality,https://www.fmk.dk/borger/miljoe-energi-og-affald/klima-og-energi/det-goer-vi-i-faaborg-midtfyn-kommune/clean-groen-erhvervsvaekst/,Afdelingen Miljø og Byg i Faaborg-Midtfyn Kommune løser opgaver for borgere og virksomheder inden for miljø og byggeri.,1640000.0,kommunal,,492,,200,,bc91fd11-39e7-47b3-894e-3c476a45c50c.html,text/html,utf-8
49.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,cowi,,Miljø - COWI,https://www.cowi.dk/om-cowi/nyheder-og-presse/cowi-reducerer-sit-co2-ftryk-med-over-70-procent-inden-2030-via-ambitiose-tiltag,"Vi leverer specialistrådgivning og innovative løsninger, der skaber et bedre samfund og beskytter miljøet. Vores ydelser er tilpasset kundernes konkrete behov, enten som enkeltstående ydelser eller som ydelser integreret i komplekse projekter inden for byudvikling, infrastruktur, klimatilpasning, energi og sundhed.",1640000.0,privat,,470,,200,,4f2e1da3-2813-4bc3-b8cb-ca575b1f0447.html,text/html,utf-8
26.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,uvmr,,Uppskot til kunngerð um óljóð frá skipum við …,https://www.uvmr.fo/fo/arbeidsoki/nattura-umhvorvi-og-lendi/umhvorvisvernd/,"Neyðug - Neyðug farspor hjálpa til við at gera nýtsluna av heimasíðuni møguliga, so sum at ferðast runt á síðuni og at fáa atgongd til trygg øki á heimasíðuni. Heimasíðan virkar ikki til fulnar uttan hesi farspor. Framíhjárættur - Farspor við framíhjárætti geva heimasíðuni møguleika at minnast upplýsingar, sum broyta, hvussu heimasíðan virkar ella sær út, so ...",103.0,statslig,"Ministry of Environment, Industry and Trade",524,,200,,3c3e128b-0259-4a5a-aa4a-46d9db8e62e6.html,text/html,utf-8
,,,,Danish,klimatilpasning,,tilføjet fra holstebro.dk,https://www.klimatilpasning.dk/viden-om/fremtidens-klima/klimaaendringeridanmark/%C3%A6ndringer-i-temperatur/,,,statslig,"Kan måske være interessant at se nærmere på. Tværgående samarbejde mellem en række ministerier, styrelser og organisationer. Arktis og Grønland bliver nævnt nogle steder, men udelukkende ifm. havstigninger forårsaget af smeltende is",481,,200,,9e74df05-eb7c-436c-9916-b46f3f5d6b52.html,text/html,utf-8
73.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,kefm,,"Klima-, miljø- og naturmæssige konsekvensvurderinger",https://kefm.dk/globale-samarbejder/klimasamarbejde-i-arktis,"Klima-, miljø- og naturmæssige konsekvensvurderinger Et godt grundlag for en politisk beslutning skal indeholde en vurdering af et forslags påvirkning på samfundet som en helhed, herunder påvirkninger på klimaet, miljøet og naturen.",1640000.0,statslig,"Umiddelbart er der en tendens til at ministerier taler om 'grønne tiltag' frem for bæredygtighed. Yderligere virker det til at der er en klar opdeling mellem hvor Danmark som Rigsfælleskab bliver nævnt (f.eks. fremgår Grønland og Færøerne ikke under Klima og vejr, men kun under Danmarks tilslutning til diverse globale samarbejder). Det kan måske være interessant at kigge nærmere på. Der er nok i virkeligheden også flere undersider på kefm.dk der kan være interessante, men har forsøgt så vidt muligt at vælge ""aktør-udtalelser"", dvs. steder hvor der virker til at kefm udtaler sig om specifikke nationale anliggender (en udtalelse om den nationale klimaindsats er taget med, men en udtalelse om parisaftalen er ikke). Skal måske revurderes.",487,,200,,113faeb2-8724-4802-99bf-a1ffd898bbf4.html,text/html,utf-8
12.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,hav,,Starvsfólk í stavrað - Havstovan,http://www.hav.fo/index.php?searchword=arktis&searchphrase=all&Itemid=167&option=com_search,Havstovan Faroe Marine Research Institute: P. O. Box 3051 Nóatún 1 FO-110 Tórshavn Faroe Islands: Tel +298 35 39 00 hav@hav.fo: Vevmeistari © Havstovan 2011,103.0,statslig,,516,,200,,8b75591c-5a31-4181-8689-5349deedd3d2.html,text/html,utf-8
54.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,batafelag,,Tórshavnar Bátafelag | Innilig áheitan á allar siglarar ...,http://www.batafelag.com/um-felagid/soega-felagsins/,"4/3/2021 · Burturkast á sjónum – spurnablaðakanning 11. november 2020 Løgtingslóg nr. 165 frá 21. desember 2001 um trygd á sjónum, sum seinast broytt við …",103.0,,,529,,200,,c1519f07-6322-4ff1-90c8-4f5924baf24c.html,text/html,utf-8
64.0,bing,(“umhvørvi” OR “umhvørvis*”) AND ((“burturkast” OR “oyðsl” OR “rusk” OR “spilla” OR “spell”) OR “dálking” OR “náttúru tilfeingið” OR “minking av tilfeingi” OR “endurnýstla” OR (“vistskipan” OR “vistfrøðiskipan”)),,Faroese,kunoy,,Kunoyar kommuna,http://kunoy.fo/borgari/umhvorvi/,"Ruskplássið stongt. 09. apr; Vegna ólag á bingju í ruskplássinum í Haraldssundi, er stongt í morgin, leygardagin 10. apríl 2021. Kunoyar kommuna",103.0,kommune,,531,,200,,67db2963-72ee-4091-ae42-07f814c485ec.html,text/html,utf-8
5.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,alternativet,,"Klima, miljø og natur // Alternativet",https://alternativet.dk/application/files/9315/5741/4459/merelivmerepladsalternativet.pdf,I en cirkulær økonomi tages der ansvar for at genanvende affaldet som nye råmaterialer samt at forlænge levetiden af produkter ved effektivt genbrug. I en sådan model bliver råmaterialerne brugt igen og igen i stedet for at blive nedgraderet til forurening gennem affaldsforbrænding. Det globale befolkningstal stiger år for år.,1640000.0,Statslig,Links er til PDF-tekster,443,,200,,f45474e8-0027-4a8d-9160-6de0935db66d.pdf,application/pdf,
